domain,name,product_category,revenue_range,Total visits - November 2017,Total visits -  June 2017,Total visits - October 2017,SimilarWeb Rank-October,MUV - October
suncountry.com,Sun Country Airlines,Travel and Transportation,$250 mil. - $500 mil.,728044.7617,588655.3759,680323.0413,95172,131023.1408
pinehurst.com,Pinehurst Resort,Food And Beverage,$250 mil. - $500 mil.,111042.0825,117019.573,90979.36706,739339,15014.66947
bgprod.com,BG Products Inc,Gift and Novelty,$250 mil. - $500 mil.,46002.00683,20970.15613,43972.93731,1023542,12550.35397
generalinsulation.com,Northeast Specialty Insulation Incorporated,Building Material and Garden Equipment and Supplies,$250 mil. - $500 mil.,3626.281693,3614.058773,34598.2127,1376130,3521.721654
rodale.com,Rodale Inc.,Media and Publications,$250 mil. - $500 mil.,891495.381,1073493.414,455462.5436,221105,44665.55099
trollbeads.com,Trollbeads A/S,"Art, Craft and Collectibles",$250 mil. - $500 mil.,706718.9573,680746.7928,443516.4705,131301,29241.15006
readingbody.com,Reading Truck Body LLC,Travel and Transportation,$250 mil. - $500 mil.,68726.12474,7798.74913,72670.16117,689200,3277.677758
toolstation.com,Toolstation Ltd,Building Material and Garden Equipment and Supplies,$250 mil. - $500 mil.,3103330.034,3293662.726,5533484.469,13116,704522.8073
vfoutlet.com,VF Outlet Inc,Apparel and Accessories,$250 mil. - $500 mil.,251284.6835,26056.80177,112086.7484,712809,11437.5132
swann.com,Swann Communications Ltd,Consumer Electronics & Appliances,$250 mil. - $500 mil.,565000.5966,526088.4008,697523.9032,103334,109511.5691
imcparts.net,Interamerican Motor Corporation,Automotive and Vehicles,$250 mil. - $500 mil.,247828.6937,250567.2729,201577.4617,272311,15164.14859
bibendum-wine.co.uk,Bibendum Wine Limited,Food And Beverage,$250 mil. - $500 mil.,9467.159556,49188.05674,40285.67952,1372584,3165.316366
kleintools.com,Klein Tools Inc,Consumer Electronics & Appliances,$250 mil. - $500 mil.,230991.2858,229491.8539,378979.4191,148874,51063.3003
haggar.com,Haggar Clothing Co.,Apparel and Accessories,$250 mil. - $500 mil.,206803.8777,235498.4906,169948.7881,306386,31666.13145
merchantstire.com,Merchant's Tire & Auto Centers,Automotive and Vehicles,$250 mil. - $500 mil.,146758.7197,150905.023,98429.32827,551331,11854.55075
safranmbd.com,Messier-Bugatti-Dowty,Automotive and Vehicles,$250 mil. - $500 mil.,2490.774019,7239.230978,732.4231804,8791232,1044.086432
bonmarche.co.uk,Bonmarché Limited,Apparel and Accessories,$250 mil. - $500 mil.,1599865.189,974972.8411,998915.9053,49037,82470.53558
raleighusa.com,"Raleigh America , Inc.",Others,$250 mil. - $500 mil.,152666.5253,223417.0153,241669.3886,220232,62765.46922
fender.com,Fender Musical Instruments Corporation,Hobbies and Interests,$250 mil. - $500 mil.,2319886.323,3909138.935,5915503.766,14434,1114359.92
quickie.com,Quickie Manufacturing Corporation,Others,$250 mil. - $500 mil.,6723.440382,49764.33447,23739.27429,1973369,2822.855983
craftmade.com,"Craftmade International , Inc.",Home Furnishings and Furniture,$250 mil. - $500 mil.,85111.47784,12759.76419,16539.44123,2118577,6569.480057
cort.com,CORT,Others,$250 mil. - $500 mil.,187501.4915,232620.7118,180808.1872,303605,52390.13964
wellborn.com,"Wellborn Cabinet , Inc.",Home Furnishings and Furniture,$250 mil. - $500 mil.,10917.6152,20304.18383,7522.926495,3131708,4402.439273
bellhowell.net,Bell and Howell,Consumer Electronics & Appliances,$250 mil. - $500 mil.,6113.067033,8684.324529,6640.958032,3465991,3687.601993
liberty.com.au,Liberty Financial Limited,Finance,$250 mil. - $500 mil.,19351.86364,52427.01561,53319.21281,820095,5648.264766
ariat.com,Ariat International Inc,Apparel and Accessories,$250 mil. - $500 mil.,511275.1982,356110.1267,451007.0002,116875,53339.3794
normthompson.com,"Norm Thompson Outfitters , Inc.",Apparel and Accessories,$250 mil. - $500 mil.,54211.41037,14895.49769,40179.67175,1657522,5385.326536
telit.com,"Telit Wireless Solutions , Inc.",Travel and Transportation,$250 mil. - $500 mil.,76861.42946,65384.5081,848513.0947,122899,31854.93432
bareescentuals.com,Bare Escentuals Inc,Others,$250 mil. - $500 mil.,1832400.888,229003.4578,152199.1615,620177,6704.970802
cansel.ca,Cansel,Consumer Electronics & Appliances,$250 mil. - $500 mil.,33090.16072,30859.15622,28052.94705,1833557,7920.628816
lampsplus.com,Lights R Us,Home Furnishings and Furniture,$250 mil. - $500 mil.,1994325.705,2583354.491,2097537.95,30621,587795.4756
horizonair.com,Horizon Air,Travel and Transportation,$250 mil. - $500 mil.,11253.54538,97235.01843,167083.1321,328426,1298.020137
jacques-vert.co.uk,Jacques Vert plc,Apparel and Accessories,$250 mil. - $500 mil.,123833.7656,171258.5148,123262.9594,264458,12131.18365
workman.com,Workman Publishing Company,Media and Publications,$250 mil. - $500 mil.,264618.6,102685.08,137481.5888,513703,30906.68814
purestorage.com,Pure Storage Inc,Consumer Electronics & Appliances,$250 mil. - $500 mil.,304538.5371,305550.8403,589266.7145,110130,77919.03208
nwcascade.com,"Northwest Cascade , Inc.",Consumer Electronics & Appliances,$250 mil. - $500 mil.,723.6803978,1321.271762,1404.977451,8714360,125.2568261
cambriausa.com,Cambria Company LLC,Others,$250 mil. - $500 mil.,322802.8376,72344.49549,334791.7584,184121,34832.69544
sleepinnovations.com,Sleep Innovations Inc,Others,$250 mil. - $500 mil.,180585.8838,24852.53009,8457.986869,2856946,7837.578278
spacesaver.com,Spacesaver Corporation,Consumer Electronics & Appliances,$250 mil. - $500 mil.,10791.24728,11723.31233,42885.51533,1502379,6975.135025
fluidmaster.com,Fluidmaster Inc,Others,$250 mil. - $500 mil.,140485.1727,253100.4523,208060.8679,376480,45594.2156
beaulieugroup.com,"Beaulieu Group, LLC",Home Furnishings and Furniture,$250 mil. - $500 mil.,827.4238101,698.2521949,8396.451472,2094991,64.88470124
sis.us,"Security Industry Specialists, Inc.",Others,$250 mil. - $500 mil.,94650.57438,104652.3478,290795.7815,218286,12743.64983
sentrysafe.com,Sentry Group,Consumer Electronics & Appliances,$250 mil. - $500 mil.,247729.6891,264110.3419,264228.2831,255566,31645.74586
foodland.com,Foodland,Food And Beverage,$250 mil. - $500 mil.,284987.065,226684.5033,154611.989,363993,31441.18358
rackroomshoes.com,Rack Room Shoes Inc,Apparel and Accessories,$250 mil. - $500 mil.,1444907.316,764251.0081,887179.7226,58817,132012.3798
sega.com,SEGA Corporation,Others,$250 mil. - $500 mil.,2354189.714,3539049.849,3733196.543,24799,403143.5674
riddlesjewelry.com,Ruby Construction Inc.,Style and Fashion,$250 mil. - $500 mil.,59794.20111,34790.71917,206551.737,245079,6260.537019
ems.com,Eastern Mountain Sports Inc,Apparel and Accessories,$250 mil. - $500 mil.,1385295.121,642551.1873,720150.5954,104329,187269.4267
canadianlinen.com,Canadian Linen Inc,Apparel and Accessories,$250 mil. - $500 mil.,5944.159417,2804.440607,49223.42914,682573,2420.318369
thewhitecompany.com,The White Company,General Merchandise,$250 mil. - $500 mil.,1596128.162,611664.3768,750373.8501,76062,167576.1998
cef.co.uk,City Electrical Factors Ltd,Consumer Electronics & Appliances,$250 mil. - $500 mil.,291209.7348,196715.5073,440772.8385,142862,56860.95081
bellhelmets.com,Bell Sports Inc,Others,$250 mil. - $500 mil.,192615.7506,323577.1713,354820.048,174075,66062.83483
vicwest.com,VICWEST CORPORATION,Consumer Electronics & Appliances,$250 mil. - $500 mil.,31044.04301,124954.9066,34486.89736,1032846,6928.498588
agaliving.com,Aga Rangemaster Group plc,Consumer Electronics & Appliances,$250 mil. - $500 mil.,68842.391,11299.40399,71210.00254,909261,13134.80714
almalasers.com,Alma Lasers Ltd,Others,$250 mil. - $500 mil.,57095.38085,30570.23019,55354.8749,1103440,9419.277434
conedenim.com,Cone Mills Corporation,Apparel and Accessories,$250 mil. - $500 mil.,4463.809395,4877.285796,36300.00659,1699615,1583.27449
ncfbins.com,North Carolina Farm Bureau Insurance Group,Finance,$250 mil. - $500 mil.,106899.4124,248285.4252,114398.9454,329930,29476.83441
1800contacts.com,1-800,Health and Fitness,$250 mil. - $500 mil.,1410249.234,1532578.004,1484568.981,38501,401149.5626
etcconnect.com,Electronic Theatre Controls Inc,Consumer Electronics & Appliances,$250 mil. - $500 mil.,182078.0094,221071.5977,457787.4651,171490,50693.18736
johnvarvatos.com,John Varvatos Enterprises Inc,Apparel and Accessories,$250 mil. - $500 mil.,484205,272421,299355,356776,97223
oldnavy.com,Old Navy,Apparel and Accessories,$250 mil. - $500 mil.,15789840.72,8851291.515,6649487.467,15375,1573505.586
zenith-products.com,Zenith Products Corp,Others,$250 mil. - $500 mil.,4007.604777,3409.665719,3010.660729,5337216,697.3216575
walkersshortbread.com,Walkers Shortbread Ltd,Food And Beverage,$250 mil. - $500 mil.,89757.21689,28744.79246,29215.97986,1422120,15830.84346
merrymaids.com,Merry Maids L.P,Others,$250 mil. - $500 mil.,167732.0161,293571.6946,289139.3052,301862,48526.55427
robertallendesign.com,The Robert Allen Group Inc,Apparel and Accessories,$250 mil. - $500 mil.,42520.36324,52185.8929,33766.39262,748099,16669.98452
tompkinsind.com,Tompkins Industries Inc,Others,$250 mil. - $500 mil.,11082.71007,9732.438737,10142.62459,2282424,2854.03666
sheplers.com,Sheplers Inc,Apparel and Accessories,$250 mil. - $500 mil.,2084345.744,1165668.473,1541618.941,43055,159491.6233
truck-lite.com,Truck-Lite Co. Inc,Travel and Transportation,$250 mil. - $500 mil.,22768.97767,94472.42614,141358.5338,218087,9869.337516
teleflora.com,Teleflora LLC,Florists,$250 mil. - $500 mil.,846017.6376,908449.2677,889597.304,81074,171798.0101
drmartens.com,Airwair International Ltd - Dr Martens,Apparel and Accessories,$250 mil. - $500 mil.,4043715.346,2402658.084,4267134.346,17498,773746.1784
westelm.com,West Elm,Home Furnishings and Furniture,$250 mil. - $500 mil.,5708719.998,4804134.082,4852551.341,12307,1464101.489
adamsfarms.com,Adams Fairacre Farms,Food And Beverage,$250 mil. - $500 mil.,78298.95244,11909.20896,15339.10699,2556481,5734.395776
citysports.com,City Sports,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,37143.10041,8238.43031,16200.869,2416571,3696.954945
paulsmith.co.uk,Paul Smith Ltd,Apparel and Accessories,$250 mil. - $500 mil.,458587.9114,58123.39354,18839.8257,2646983,450.6827593
trekbikes.com,Trek Bike Store,Sporting Goods,$250 mil. - $500 mil.,2066898.197,3072709.275,3906843.819,19500,822772.3684
golfgalaxy.com,Golf Galaxy Inc,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,640251.3728,1066457.872,660602.5917,95394,171018.9777
pacseafood.com,PACIFIC FRESH SEAFOOD COMPANY,Food And Beverage,$250 mil. - $500 mil.,104643.715,11271.14751,1020.28103,8591907,2663.2493
woodcraft.com,Woodcraft Supply Llc,"Art, Craft and Collectibles",$250 mil. - $500 mil.,1517406.516,915582.979,1337732.075,59032,283963.983
wineenthusiast.com,The Wine Enthusiast Companies,Home Furnishings and Furniture,$250 mil. - $500 mil.,489126.2788,204439.3376,370614.6572,199720,78558.28308
sharperimage.com,Sharper Image Corporation,General Merchandise,$250 mil. - $500 mil.,1104541.152,579033.1824,584723.1667,115298,115360.5415
thecrosbygroup.com,The Crosby Group LLC,Others,$250 mil. - $500 mil.,51290.68171,37654.82656,39904.23042,849111,18350.02607
targus.com,Targus Inc,Consumer Electronics & Appliances,$250 mil. - $500 mil.,447693.2181,399241.5771,581109.9589,132609,162441.3634
cpiinternational.com,CPI International Inc,Medical and Wellness,$250 mil. - $500 mil.,2338.812635,3096.788241,4083.877862,6124557,1014.713495
harrys.com,Harry's Army & Navy,Others,$250 mil. - $500 mil.,2171069.989,1408877.043,2827865.708,27804,596545.4963
valvesoftware.com,Valve Corporation,Others,$250 mil. - $500 mil.,2433642.047,2665330.022,3687554.659,30772,979937.353
wincraft.com,WinCraft Inc,Others,$250 mil. - $500 mil.,9207.221484,5466.192101,5856.179105,3100535,3189.897744
buehlers.com,Buehler,Medical and Wellness,$250 mil. - $500 mil.,64561.02195,125431.3093,11738.4683,2763764,3755.192832
bonworth.com,Bon Worth,Apparel and Accessories,$250 mil. - $500 mil.,71337.46081,260303.8653,116827.7424,324287,6545.384317
kendrascott.com,Kendra Scott LLC,Style and Fashion,$250 mil. - $500 mil.,834585.9068,436901.5607,357733.8686,137751,106009.7372
majestic.co.uk,Majestic Wine Warehouses Ltd,Food And Beverage,$250 mil. - $500 mil.,649165.3451,333737.6159,329556.414,172650,92796.54219
mcnichols.com,McNichols Company,Others,$250 mil. - $500 mil.,178528.7982,141164.3199,168460.6519,284578,41143.30763
7forallmankind.com,7FORALLMANKIND Official Store,Apparel and Accessories,$250 mil. - $500 mil.,254322.559,179079.0162,187447.8771,320760,48414.40684
tscapparel.com,TSC Apparel LLC,Apparel and Accessories,$250 mil. - $500 mil.,184423.1588,130227.3781,569987.2114,136052,31493.60349
cochran.com,Cochran,Automotive and Vehicles,$250 mil. - $500 mil.,52191.03713,20673.47232,6263.307059,2932672,3986.686626
royalmint.com,The Royal Mint Limited,Style and Fashion,$250 mil. - $500 mil.,848395.4458,607106.7475,822261.2097,76772,115010.5988
fairwaymarket.com,Westbury Food Market,Food And Beverage,$250 mil. - $500 mil.,228198.7422,255469.7107,937656.034,85247,32383.86566
technogym.com,TECHNOGYM S.p.A,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,503724.8668,391369.5861,758702.5494,116052,104038.0273
rockyboots.com,"Rocky Brands, Inc.",Apparel and Accessories,$250 mil. - $500 mil.,363867.9345,130879.6351,381728.6485,203953,28342.62028
promega.com,Promega Corporation,Others,$250 mil. - $500 mil.,442359.435,254239.2664,524751.7109,148985,121093.6707
miltenyibiotec.com,Miltenyi Biotec Inc,Others,$250 mil. - $500 mil.,209323.2845,171849.2212,126256.1863,488807,34339.94838
simplehuman.com,Simplehuman Limited,Consumer Electronics & Appliances,$250 mil. - $500 mil.,482439.6479,274240.9499,330803.5467,185735,86916.57747
peigenesis.com,PEI-Genesis Inc,Consumer Electronics & Appliances,$250 mil. - $500 mil.,47660.05979,33201.26097,50042.6192,823805,16886.0755
lawsonproducts.com,"Lawson Products , Inc.",Others,$250 mil. - $500 mil.,135790.6998,89537.38816,73711.09732,735326,20513.9155
proserv.com,Proserv Inc,Others,$250 mil. - $500 mil.,12002.22106,21617.78978,21686.96015,1956333,3363.511979
ghirardelli.com,Ghirardelli Chocolate Company,Food And Beverage,$250 mil. - $500 mil.,295071.3082,208328.1067,109660.1267,438164,38376.24836
fraserhart.co.uk,Fraser Hart Ltd,Style and Fashion,$250 mil. - $500 mil.,127447.4972,107787.6823,130962.4847,430823,21077.24259
bouclair.com,Bouclair,"Art, Craft and Collectibles",$250 mil. - $500 mil.,655905.7916,515987.092,455951.4575,100759,75505.93523
jamiesonfence.com,Jamieson Mfg Co.,Building Material and Garden Equipment and Supplies,$250 mil. - $500 mil.,1603.11271,3286.915395,1381.288115,7180699,422.2272454
chapinmfg.com,Chapin International Inc,Others,$250 mil. - $500 mil.,6604.177231,7028.319857,15710.14645,2897887,2558.454967
stnr.com,Steiner Electric Company,Consumer Electronics & Appliances,$250 mil. - $500 mil.,4231.354094,Data not found,117.5570781,29876644,Data not found
fijiwater.com,FIJI Water Company LLC,Food And Beverage,$250 mil. - $500 mil.,67126.88201,70089.6268,167670.2495,426153,27893.95733
ptsupply.com,Power & Telephone Supply Company,Travel and Transportation,$250 mil. - $500 mil.,13550.47351,9106.233174,8871.221094,3046541,4163.33187
teavana.com,Teavana Corporation,Food And Beverage,$250 mil. - $500 mil.,1533261.275,612098.8486,850499.9912,74028,200214.1158
picturepeople.com,The Picture People Inc,Others,$250 mil. - $500 mil.,397375.5036,302103.948,244262.3952,253704,16700.61806
orientaltrading.com,Oriental Trading Company,General Merchandise,$250 mil. - $500 mil.,5623855.1,4493845.276,5129168.607,11009,1035602.753
sportsmansguide.com,The Sportsman's Guide Inc,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,10455500.62,6190526.481,9709488.933,7892,999903.0701
ltdcommodities.com,LTD Commodities LLC,General Merchandise,$250 mil. - $500 mil.,4379967.712,1301736.831,1635374.396,24923,188692.5252
blinds.com,Blinds PLC,Home Furnishings and Furniture,$250 mil. - $500 mil.,825279.7989,1293129.686,808280.9158,79625,219627.6027
lillianvernon.com,Lillian Vernon Corporation,Home Furnishings and Furniture,$250 mil. - $500 mil.,243490.2355,88129.7464,56492.42693,568963,19501.32134
arizonatile.com,Arizona Tile LLC,Building Material and Garden Equipment and Supplies,$250 mil. - $500 mil.,121476.729,137263.6956,135169.156,443323,25604.42902
valpak.com,VALPAK,Classifieds and Coupons,$250 mil. - $500 mil.,819732.8532,963364.6034,1165392.22,70740,201492.3857
bluenile.com,Blue Nile Inc,Style and Fashion,$250 mil. - $500 mil.,3260361.403,2628984.483,2698777.617,26006,479152.5068
corel.com,Corel Corporation,Others,$250 mil. - $500 mil.,5001816.811,4043134.941,5282187.483,17631,1708014.846
woodlandfoods.com,Woodland Foods Inc,Food And Beverage,$250 mil. - $500 mil.,6648.282398,9198.209088,30396.35061,1692044,4785.410639
creative.com,Creative Labs Ltd,Consumer Electronics & Appliances,$250 mil. - $500 mil.,3430720.963,2733431.092,5245527.612,16428,1095811.746
blacks.co.uk,Blacks Leisure Group,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,1127696.155,724305.3397,1125336.842,61567,214611.4652
agisign.com,Architectural Graphics Incorporated,Home Furnishings and Furniture,$250 mil. - $500 mil.,686.0243753,10788.12964,1799.378523,7368747,74.16173536
moodmedia.com,Mood Media Corporation,Consumer Electronics & Appliances,$250 mil. - $500 mil.,173373.7724,58723.04981,215665.8582,226899,21567.08329
beautybrands.com,Beauty Brands Inc,Others,$250 mil. - $500 mil.,446151.7584,390869.5088,223490.7042,267670,42669.51662
gopresto.com,National Presto Industries Inc,Others,$250 mil. - $500 mil.,162724.0693,214946.9274,165299.7611,391113,31179.89618
wurthlac.com,Louis and Company,"Art, Craft and Collectibles",$250 mil. - $500 mil.,21187.78099,15269.59391,16268.88802,1298924,6271.950706
